id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
0mmYkkRgOOs312AkGsfO4Q,gong-cha-new-york-26,Gong Cha,https://s3-media1.fl.yelpcdn.com/bphoto/b-lmkDOz0Qzc8r5-IVPPaQ/o.jpg,False,https://www.yelp.com/biz/gong-cha-new-york-26?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,52,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"['pickup', 'delivery']",$,+12122271024,(212) 227-1024,469.429171806509,40.7104199,-74.0090122,200 Broadway,,Fulton Center,New York,10038,US,NY,"['200 Broadway', 'Fulton Center', 'New York, NY 10038']"
QGYamJlkZL8cfI-l_Am6kw,artichoke-basilles-pizza-new-york-8,Artichoke Basille's Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/fqJya4dwmwrkqz3KZL-v7w/o.jpg,False,https://www.yelp.com/biz/artichoke-basilles-pizza-new-york-8?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,63,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.0,"['delivery', 'pickup']",$$,+19172614530,(917) 261-4530,93.67582053226113,40.706518,-74.007505,70 Pine St,,,New York,10270,US,NY,"['70 Pine St', 'New York, NY 10270']"
KOK_VAKTC7TzZeve2EwCoA,kung-fu-tea-new-york-27,Kung Fu Tea,https://s3-media2.fl.yelpcdn.com/bphoto/Td0RmzDV6EmGeAkgF0EAsg/o.jpg,False,https://www.yelp.com/biz/kung-fu-tea-new-york-27?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,69,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,[],$,+12127855688,(212) 785-5688,491.127929258843,40.7051869,-74.014208,9 Broadway,,,New York,10004,US,NY,"['9 Broadway', 'New York, NY 10004']"
RemvTpxalDjSew5HwmNzUQ,the-dead-rabbit-new-york,The Dead Rabbit,https://s3-media2.fl.yelpcdn.com/bphoto/_4T5R0HHhASROheby-TXDA/o.jpg,False,https://www.yelp.com/biz/the-dead-rabbit-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,1578,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"['delivery', 'pickup']",$$,+16464227906,(646) 422-7906,386.63311465699996,40.70329,-74.01102,30 Water St,,,New York,10004,US,NY,"['30 Water St', 'New York, NY 10004']"
hvrQQ0YWqgw0__OnofqXag,kuu-ramen-new-york,Kuu Ramen,https://s3-media1.fl.yelpcdn.com/bphoto/V53Pgx8EOsiMIYIsOvoYSw/o.jpg,False,https://www.yelp.com/biz/kuu-ramen-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,668,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,"['delivery', 'pickup']",$$,+12125717177,(212) 571-7177,385.801728559227,40.7096786,-74.0089569,20 John St,,,New York,10038,US,NY,"['20 John St', 'New York, NY 10038']"
XAEwG1bfAiWUewpzZnB2uw,chikarashi-isso-new-york,Chikarashi Isso,https://s3-media1.fl.yelpcdn.com/bphoto/vOw1SQWjuRds8k3LFtK7Rg/o.jpg,False,https://www.yelp.com/biz/chikarashi-isso-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,49,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,[],$$$,+16465968298,(646) 596-8298,555.6045470347557,40.708376,-74.0144832,38 Rector St,,,New York,10006,US,NY,"['38 Rector St', 'New York, NY 10006']"
jjLcqGI11ThxAhcftEh1Aw,fraunces-tavern-new-york-6,Fraunces Tavern,https://s3-media4.fl.yelpcdn.com/bphoto/HSkTWFTItJRe398Yla56rQ/o.jpg,False,https://www.yelp.com/biz/fraunces-tavern-new-york-6?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,896,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,"['pickup', 'delivery']",$$,+12129681776,(212) 968-1776,394.1479868442094,40.70344,-74.01135,54 Pearl St,,,New York,10004,US,NY,"['54 Pearl St', 'New York, NY 10004']"
B1XdGwZZ5ee2fBdngj7NUw,underground-pizza-new-york,Underground Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/gCOE3o5WufGPCaJcin5nNg/o.jpg,False,https://www.yelp.com/biz/underground-pizza-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,292,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"['delivery', 'pickup']",$,+12124254442,(212) 425-4442,164.82349307338512,40.70499,-74.00961,3 Hanover Sq,,,New York,10004,US,NY,"['3 Hanover Sq', 'New York, NY 10004']"
qzdCvtgpCDjNVV_zRJB5EQ,voyager-espresso-new-york,Voyager Espresso,https://s3-media1.fl.yelpcdn.com/bphoto/v7raUFFz3CAkVdPjVvPq3A/o.jpg,False,https://www.yelp.com/biz/voyager-espresso-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,133,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]",4.5,"['pickup', 'delivery']",$,+12122272744,(212) 227-2744,305.9286451813788,40.708665,-74.006894,110 William St,,,New York,10038,US,NY,"['110 William St', 'New York, NY 10038']"
f8ipr8Wdy1_wHhw7JgNqPQ,da-claudio-new-york,Da Claudio,https://s3-media1.fl.yelpcdn.com/bphoto/OUy0ve7CHI2x7_bMb0wAEw/o.jpg,False,https://www.yelp.com/biz/da-claudio-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,490,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"['pickup', 'delivery']",$$,+12122852668,(212) 285-2668,529.7387087119165,40.71087,-74.00753,21 Ann St,,,New York,10038,US,NY,"['21 Ann St', 'New York, NY 10038']"
DF7PV0DE9z0LM4ae6XYeYg,harrys-italian-new-york-2,Harry's Italian,https://s3-media1.fl.yelpcdn.com/bphoto/H89YVzqQ1o9SNTQrnHoD_Q/o.jpg,False,https://www.yelp.com/biz/harrys-italian-new-york-2?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,587,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,"['delivery', 'pickup']",$$,+12127470797,(212) 747-0797,203.58079706086826,40.707555318913,-74.006898168681,2 Gold St,,,New York,10038,US,NY,"['2 Gold St', 'New York, NY 10038']"
pL2tig3FxJcrZ4wDIO4TsA,eataly-nyc-downtown-new-york-2,Eataly NYC Downtown,https://s3-media1.fl.yelpcdn.com/bphoto/MaF6ZNggMtnstTufxxJP9g/o.jpg,False,https://www.yelp.com/biz/eataly-nyc-downtown-new-york-2?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,998,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'meats', 'title': 'Meat Shops'}]",3.5,"['delivery', 'pickup']",$$,+12128972895,(212) 897-2895,472.4603707711123,40.709716,-74.011714,101 Liberty St,Fl 3,,New York,10006,US,NY,"['101 Liberty St', 'Fl 3', 'New York, NY 10006']"
ohLIPmzTysowInbte9XhMw,the-malt-house-new-york-3,The Malt House,https://s3-media4.fl.yelpcdn.com/bphoto/wxCetW7aHVatpcEf11RLgA/o.jpg,False,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,527,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"['pickup', 'delivery']",$$,+16466827577,(646) 682-7577,384.94534770124227,40.709659,-74.009262,9 Maiden Ln,,,New York,10038,US,NY,"['9 Maiden Ln', 'New York, NY 10038']"
-qMrl4pSdhyvaUEw_sgbng,the-battery-new-york,The Battery,https://s3-media3.fl.yelpcdn.com/bphoto/YeRzgx-hwXp1Rd9UXBVcyw/o.jpg,False,https://www.yelp.com/biz/the-battery-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,338,"[{'alias': 'parks', 'title': 'Parks'}]",4.5,[],,+12123443491,(212) 344-3491,522.0465100544609,40.704492,-74.014303,State St & Battery Pl,,,New York,10004,US,NY,"['State St & Battery Pl', 'New York, NY 10004']"
uQ4HZzNarBBNcTKZSIY-vA,black-fox-coffee-new-york,Black Fox Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/JDMHFi9GJcDX5egiUxvuUg/o.jpg,False,https://www.yelp.com/biz/black-fox-coffee-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,201,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],$$,+19177420133,(917) 742-0133,72.5117223925172,40.7063449,-74.0076944,70 Pine St,,,New York,10005,US,NY,"['70 Pine St', 'New York, NY 10005']"
ypqK8DWM8Bcs43YveSJnNw,manhatta-new-york,Manhatta,https://s3-media4.fl.yelpcdn.com/bphoto/qh3k-_8qPSwt08uj7Th7og/o.jpg,False,https://www.yelp.com/biz/manhatta-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,476,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,[],$$$$,+12122305788,(212) 230-5788,222.1399035245931,40.70797,-74.00889,28 Liberty St,Fl 60,,New York,10005,US,NY,"['28 Liberty St', 'Fl 60', 'New York, NY 10005']"
I_YPy_YRtZFyWOSWs-gv4A,luckyim-thai-new-york,Luckyim Thai,https://s3-media2.fl.yelpcdn.com/bphoto/EVFD8rQJDfpHZabqAxDoEw/o.jpg,False,https://www.yelp.com/biz/luckyim-thai-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,163,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'catering', 'title': 'Caterers'}]",4.0,[],$,+19293828537,(929) 382-8537,81.0215463863957,40.7065887451172,-74.0096130371094,,,,New York,10005,US,NY,"['New York, NY 10005']"
CYf9FmRmjYa2MAnAv1Z4Cw,blue-spoon-coffee-new-york-3,Blue Spoon Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/h_fIEP3_YJPNNl1ZyOk53Q/o.jpg,False,https://www.yelp.com/biz/blue-spoon-coffee-new-york-3?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,193,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.0,"['pickup', 'delivery']",$,+12128098880,(212) 809-8880,229.2569814888716,40.708068,-74.007469,90 William St,,,New York,10038,US,NY,"['90 William St', 'New York, NY 10038']"
t4B9GkAuiYIjFCt9SlK3EQ,poke-bowl-new-york-2,Poke Bowl,https://s3-media1.fl.yelpcdn.com/bphoto/K7cT2Dzbp2ZE2GJ2hbNm7g/o.jpg,False,https://www.yelp.com/biz/poke-bowl-new-york-2?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,310,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"['pickup', 'delivery']",$$,+16463719773,(646) 371-9773,399.89984054116485,40.709569,-74.0068345,104 Fulton St,,,New York,10038,US,NY,"['104 Fulton St', 'New York, NY 10038']"
tHW3EwGwai1AiWQ6ZD-wjg,industry-kitchen-new-york,Industry Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/AD5JNSSWmEas2aw0S8iN4g/o.jpg,False,https://www.yelp.com/biz/industry-kitchen-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,663,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,"['delivery', 'pickup']",$$,+12124879600,(212) 487-9600,339.18021920580054,40.7049434740873,-74.0048825740814,70 South St,,,New York,10005,US,NY,"['70 South St', 'New York, NY 10005']"
NA_p2AH5RSBV314bklZn_g,stone-street-tavern-new-york,Stone Street Tavern,https://s3-media2.fl.yelpcdn.com/bphoto/rNoIlPTFMYjlNLGazrv6fg/o.jpg,False,https://www.yelp.com/biz/stone-street-tavern-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,440,"[{'alias': 'pubs', 'title': 'Pubs'}]",3.5,"['delivery', 'pickup']",$$,+12127855658,(212) 785-5658,248.29838626609387,40.7043685019016,-74.0102007240057,52 Stone St,,,New York,10004,US,NY,"['52 Stone St', 'New York, NY 10004']"
alFl7eiu6Go-YxZAdp88Fw,go-go-curry-world-trade-center-new-york-2,Go Go Curry World Trade Center,https://s3-media2.fl.yelpcdn.com/bphoto/fuK5y5FROlGMDYWBC-pjNA/o.jpg,False,https://www.yelp.com/biz/go-go-curry-world-trade-center-new-york-2?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,373,"[{'alias': 'japacurry', 'title': 'Japanese Curry'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.0,"['delivery', 'pickup']",$$,+12124065555,(212) 406-5555,412.2560440423263,40.7098966,-74.0090997,12 John Street,,World Trade Center Stadium,New York,10038,US,NY,"['12 John Street', 'World Trade Center Stadium', 'New York, NY 10038']"
mn6JM5lHuSSsG9KSXck3ww,ulysses-folk-house-new-york-2,Ulysses Folk House,https://s3-media4.fl.yelpcdn.com/bphoto/KPep2sUZf0iEz-SEpYq0Pg/o.jpg,False,https://www.yelp.com/biz/ulysses-folk-house-new-york-2?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,753,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'irish', 'title': 'Irish'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,['delivery'],$$,+12124820400,(212) 482-0400,244.352917456544,40.7042799890041,-74.0099190920591,95 Pearl St,,,New York,10004,US,NY,"['95 Pearl St', 'New York, NY 10004']"
ehyZHDeH7d1KOJLrOHfnEw,melt-shop-new-york-7,Melt Shop,https://s3-media4.fl.yelpcdn.com/bphoto/ef_iuV03-J_h1PrqgfybqA/o.jpg,False,https://www.yelp.com/biz/melt-shop-new-york-7?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,377,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.0,"['pickup', 'delivery']",$$,+16467417910,(646) 741-7910,425.4845923810409,40.7097319537713,-74.0065573416641,111 Fulton St,,,New York,10038,US,NY,"['111 Fulton St', 'New York, NY 10038']"
ttE1oTYNRzK51h8FyIX36g,underdog-new-york-2,Underdog,https://s3-media4.fl.yelpcdn.com/bphoto/OAqSo4tnE9738m5RKZ5tYA/o.jpg,False,https://www.yelp.com/biz/underdog-new-york-2?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,329,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,"['pickup', 'delivery']",$$,+19174090251,(917) 409-0251,250.1369569475927,40.7044362276793,-74.0102791786194,55 Stone St,,,New York,10004,US,NY,"['55 Stone St', 'New York, NY 10004']"
5ymqS_8YqKoND4WwfXyiAQ,poke-green-new-york-5,Poke Green,https://s3-media3.fl.yelpcdn.com/bphoto/RGbUDIfepm39ybnR9kwa1w/o.jpg,False,https://www.yelp.com/biz/poke-green-new-york-5?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,192,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"['pickup', 'delivery']",$$,+12123610029,(212) 361-0029,119.81919814882065,40.7057753,-74.0072424,164 Pearl St,,,New York,10007,US,NY,"['164 Pearl St', 'New York, NY 10007']"
d7Asc4q2ImoPlA_BhfroTQ,kesté-pizza-and-vino-new-york-5,Kesté Pizza & Vino,https://s3-media3.fl.yelpcdn.com/bphoto/QmCGZCd9KsysWQddAnHTdg/o.jpg,False,https://www.yelp.com/biz/kest%C3%A9-pizza-and-vino-new-york-5?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,1418,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"['delivery', 'pickup']",$$,+12122431500,(212) 243-1500,457.65844601738814,40.7093947,-74.0048977,66 Gold S,,,New York,10038,US,NY,"['66 Gold S', 'New York, NY 10038']"
0ijJgm5P9BygsuQKV4saNw,blue-park-kitchen-new-york,Blue Park Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/oU7qsXzf4bjnJiD0JP5zOg/o.jpg,False,https://www.yelp.com/biz/blue-park-kitchen-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,72,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"['pickup', 'delivery']",,+16469219909,(646) 921-9909,72.5117223925172,40.7063449,-74.0076944,70 Pine St,,,New York,10270,US,NY,"['70 Pine St', 'New York, NY 10270']"
0laCKZiHrdM_ZKdhTFbGgg,sauce-and-barrel-new-york,Sauce & Barrel,https://s3-media2.fl.yelpcdn.com/bphoto/czFsUoHr28QTi9LHCp634A/o.jpg,False,https://www.yelp.com/biz/sauce-and-barrel-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,434,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"['restaurant_reservation', 'pickup', 'delivery']",$$,+12124806800,(212) 480-6800,532.4066453864472,40.707999,-74.0142651,97 Washington St,,,New York,10006,US,NY,"['97 Washington St', 'New York, NY 10006']"
xefmiLAsKURFc6FDGSRgfQ,westville-wall-st-new-york-5,Westville - Wall St,https://s3-media1.fl.yelpcdn.com/bphoto/_O4D1UjnQ9GNf4ocli5vCw/o.jpg,False,https://www.yelp.com/biz/westville-wall-st-new-york-5?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,195,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",4.0,"['pickup', 'delivery']",$$,+12127414780,(212) 741-4780,230.184516825434,40.70478,-74.00652,110 Wall St,,,New York,10005,US,NY,"['110 Wall St', 'New York, NY 10005']"
9m14fTWyiBi4AHN32rOrDg,zeytin-mediterranean-new-york-6,Zeytin Mediterranean,https://s3-media4.fl.yelpcdn.com/bphoto/Gie_uo1DE8nnL_AlWeV8oQ/o.jpg,False,https://www.yelp.com/biz/zeytin-mediterranean-new-york-6?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,43,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'kebab', 'title': 'Kebab'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,"['pickup', 'delivery']",,+12122271908,(212) 227-1908,106.05271441878348,40.705733,-74.007497,160 Pearl St,,,New York,10005,US,NY,"['160 Pearl St', 'New York, NY 10005']"
RJ7WP7PaYz_-4X2XgXl5uA,potbelly-sandwich-shop-new-york,Potbelly Sandwich Shop,https://s3-media1.fl.yelpcdn.com/bphoto/kyM2f4eym04bzxhygrzTXg/o.jpg,False,https://www.yelp.com/biz/potbelly-sandwich-shop-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,203,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,"['delivery', 'pickup']",$,+16462894201,(646) 289-4201,162.7784338533961,40.7070133727982,-74.0069238742571,101 Maiden Ln,,,New York,10038,US,NY,"['101 Maiden Ln', 'New York, NY 10038']"
DC58K8Z_piVm7iAK0ZI_tQ,bobby-vans-steakhouse-new-york-3,Bobby Van's Steakhouse,https://s3-media3.fl.yelpcdn.com/bphoto/g4D7kci_hp68ysR2-jyM_A/o.jpg,False,https://www.yelp.com/biz/bobby-vans-steakhouse-new-york-3?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,395,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"['delivery', 'pickup']",$$$,+12123448463,(212) 344-8463,212.7947543341825,40.70606,-74.01114,25 Broad St,,,New York,10004,US,NY,"['25 Broad St', 'New York, NY 10004']"
0SqFgkdmfNWj9iUQgfghEA,veronicas-kitchen-new-york,Veronica's Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/gbVCzIRaY1JrkVlTtMUfNQ/o.jpg,False,https://www.yelp.com/biz/veronicas-kitchen-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,159,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'trinidadian', 'title': 'Trinidadian'}]",4.0,[],$,+19178482465,(917) 848-2465,190.79484482227508,40.7056045963693,-74.0064248767212,Front St & Pine St,,,New York,10005,US,NY,"['Front St & Pine St', 'New York, NY 10005']"
D9nQb14gqhCAOaUUvJz3-Q,reserve-cut-new-york,Reserve Cut,https://s3-media4.fl.yelpcdn.com/bphoto/GLU8J_rMWhr0EUsYsJj91A/o.jpg,False,https://www.yelp.com/biz/reserve-cut-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,277,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'kosher', 'title': 'Kosher'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,['delivery'],$$$$,+12127470300,(212) 747-0300,273.33542397599706,40.706043,-74.011776,40 Broad St,Fl 2,,New York,10004,US,NY,"['40 Broad St', 'Fl 2', 'New York, NY 10004']"
lHGQM__w1x5Dxiq3aRPCTQ,white-horse-tavern-financial-district-new-york,White Horse Tavern - Financial District,https://s3-media3.fl.yelpcdn.com/bphoto/QrDdESY6UuOLY-NMtSKxqg/o.jpg,False,https://www.yelp.com/biz/white-horse-tavern-financial-district-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,372,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,['delivery'],$,+12126689046,(212) 668-9046,423.5852578116866,40.70372,-74.01237,25 Bridge St,,,New York,10004,US,NY,"['25 Bridge St', 'New York, NY 10004']"
